web-scraper-order,web-scraper-start-url,Title,Abstract
1641448173-175,https://www.lastwatchdog.com/page/176,"Will Apple’s patch be in time to stem iPhone, iPad malicious attacks?","LastWatchdog has confirmed that AppleÃ‚Â  has nowÃ‚Â  completed a patch for a milestone security flaw that makes it possible to remotely hack Ã¢â‚¬â€or jailbreak Ã¢â‚¬â€ iOS, the operating system for iPhones, iPads and iPod Touch.But company spokeswoman Natalie Kerris told LW late Friday thatÃ‚Â  she could give no hints about when the patch would go into wide public release.“With regard to what you’re asking about, we’re aware of this reported issue,” said Kerris. “We’ve already developed a fix, and it will be available to customers in an upcoming software update.”This week or a few weeks? asked LW.“I don’t have a specific time frame,” Kerris said. “It will be in an upcoming software update.”What about wider concerns that this vulnerability opens up a new attack vector?“If you’re talking in general about jailbreaking, with regard to jail breaking Apple’s goal has always been to insure that our customers have a great experience with their iPhones, and jailbreaking can seriously degrade that experience,” said Kerris. “The vast majority of customers do not jailbreak their iPhones. This can violate the warranty, and can cause iPhone to become unstable and not work reliably.”Apple’s conundrum While publicly saying very little of substance, it’s clear Apple is wrestling with a difficult security conundrum. The company is suddenly facing the big, nasty elephant Microsoft has somewhat tamed over theÃ‚Â  past decade —  and Adobe has been forced to come to grips with over the past several months: resolving zero-day vulnerabilities before the bad guys can swoop in and take advantage.Apple may have a patch ready, but that’s just half the ball game. The company must coordinate patching with AT&T in the United States and more than a dozen other mobile phone service carriers s worldwide. That’s not easy, says John Hering, CEO of mobile security firm Lookout.And Apple’s  risk assessment and product liability experts ought to be taking a … more"
1641448682-1076,https://www.lastwatchdog.com/page/47,"MY TAKE: As phishers take aim at elections, why not train employees to serve as phishing police?",
1641448242-327,https://www.lastwatchdog.com/page/154,"Deeper scrutiny of deceptive, predatory Google AdWords ads called for","The non-profit advocacy group Consumer Watchdog is calling for federal regulators to take a closer look at home loan, credit repair and health products ads that rely on Google’s AdWords technology to saturate the Internet with dubious advertising claims.That comes after the U.S. Department of Justice today hit Google with a $500 million sanction for enabling AdWords ads promoting illegally obtained pharmaceutical drugs.By allowing Canadian pharmacies to place advertisements through its AdWords program,  Google helped  controlled and non-controlled prescription drugs to enter the United States illegally. Google set aside the $500 million last April, as the DOJ probe heated up. The forfeiture of those funds is reportedly one of the largest ever DOJ sanctions.U.S. Deputy Attorney General James M. Cole asserts that the  $500 million represents the gross revenues Google collected in ad buys from the Canadian pharmacies, plus the earnings generated from the illegal sales of drugs to American consumers.Major source of revenueSearch advertising generates more than 90% of the search giant’s revenues and profits. Google generated revenues of about $29.3Â  billion in 2010 and net income of $8.5 billion. It keeps growing. The search giant reported revenues of $9.03 billion for the quarter ended June 30, 2011, an increase of 32% compared to the second quarter of 2010.“Google has a very a big incentive to turn a blind eye to all sorts of sketchy and even illegal advertising,” says John Simpson, spokesman for Consumer Watchdog. “That was clearly the case with these illegal drug ads. There are problems with other types of ads, too.”The shipment of prescription drugs from pharmacies outside the United States violates the Federal Food, Drug and Cosmetic Act, and Google had been aware of this since at least 2003, according to the DOJ.Dubious claimsLast February, Consumer Watchdog went public with “Liars and loans: how deceptive advertisers use Google”, a 37-page report outlining how Google profits … more"
1641448597-969,https://www.lastwatchdog.com/page/62,GUEST ESSAY: How safeguarding user credentials can lower cyber insurance premiums,"By Dean ThompsonAccording to Lloyd’s of London, a massive global cyberattack could result in economic losses as high as $53 billion.Given that, it’s no surprise that an increasing number of businesses are adding cybersecurity coverage to their liability insurance. But as businesses rush to insure, the cost and precise scope of coverage of these policies are coming under under scrutiny. A key question is whether or not non-malicious human activity is covered.On one hand, cybersecurity policies that do not cover human error – which would include falling victim to sophisticated phishing schemes, visiting Trojan-infected sites, or even deferring patches or updates – would be of far more limited value.That’s because, according to a recent Verizon study, 81 percent of breaches are due to compromised credentials. And credentials are often compromised due to human error, such as poor password behavior. Think about it, they’re your credentials and only you know them, so if someone else gets a hold of them, you’ve probably erred.On the other hand, insurance companies offering cybersecurity policies that do cover human error might find themselves in a world of hurt after one successful malware attack makes its $53 billion journey across the globe.That’s a huge number that could question the very solvency of insurance companies after a single attack. And while I hope such attacks will be rare, WannaCry’s breakneck success – infecting 230,000 computers in 150 countries on day one, with damages pegged by Lloyd’s at a cool $8 billion – suggests otherwise.Human error coverageToday, insurance companies offering cybersecurity policies go to varying degrees to ensure businesses are taking adequate steps to secure their data before they write (and price) policies. They are leveraging security experts such as Verizon to perform rigorous evaluations of a company’s security policies prior to determining the premium cost. And the strict protection of user credentials is a key component, as those organizations with least … more"
1641448661-1050,https://www.lastwatchdog.com/page/51,Why the ‘golden age’ of cyber espionage is upon us,
1641448912-1377,https://www.lastwatchdog.com/page/4,"MY TAKE: Can Project Wildland’s egalitarian platform make Google, Facebook obsolete?","By Byron V. AcohidoMost of the people I know professionally and personally don’t spend a lot of time contemplating the true price we pay for the amazing digital services we’ve all become addicted to.Related: Blockchain’s role in the next industrial revolutionI’ll use myself as a prime example. My professional and social life revolve around free and inexpensive information feeds and digital tools supplied by Google, Microsoft, Amazon, LinkedIn, Facebook and Twitter.I’m productive. Yet, I’m certainly not immune to the clutter and skewed perspectives these tech giants throw at me on an hourly basis — as they focus myopically on monetizing my digital footprints. I don’t know what I’d do without my tech tools, but I also have a foreboding sense that I spend way too much with them.Technologically speaking, we are where we are because a handful of tech giants figured out how to collect, store and monetize user data in a singular fashion. Each operates a closed platform designed to voraciously gather, store and monetize user data."
1641448417-716,https://www.lastwatchdog.com/page/98,Yahoo hack stirs passwords debate,"SEATTLE – The age of convenient logons may be nearing an end.That’s the upshot of the continuing wave of reports of hackers stealing consumer data from marquee retailers and tech companies, security experts say.Yahoo is the latest example, admitting Thursday that data thieves “gained unauthorized access” to an undisclosed number of Yahoo mail users’ account credentials.Company spokeswoman DJ Anderson emphasized the hackers did not penetrate Yahoo’s network defenses, instead stealing data from a third-party website that allows the use of Yahoo e-mail addresses to create customer accounts.Sidebar Q&A: Why it’s time to use passwords more judiciouslyYahoo is contacting victims individually and advising them to change their passwords and to use distinctive passwords for any online accounts tied to Yahoo mail.“It’s really important for users to understand never to use the same password on multiple sites or services,” Anderson told CyberTruth.But that maxim has been true for the past decade, and too many consumers are still ignorant of it, or ignore it.Meanwhile, Web commerce has come to revolve around account usernames based on a valid e-mail address. Many consumers use the same e-mail address and password to create financial transaction accounts across multiple websites. Cybercriminals know this and are expert at correlating valid e-mail accounts with third-party services. This enables them to steal from financial accounts and carry out a variety of other scams.“The simple username and password just is not an option any longer,” says Robert Siciliano, McAfee online security analyst. “It’s obvious that neither consumers, nor the companies collecting this data, are up to the challenge of keeping this data secure.”Context: Data theft jumps five-fold in 2013The latest Yahoo breach follows disclosures of e-mail addresses stolen from Target, Neiman-Marcus and Michaels. And last year similar data was stolen from Adobe, Yahoo, LinkedIn and hundreds of other organizations.“Attackers are focusing on valuable data in defined areas,” says … more"
1641448656-1037,https://www.lastwatchdog.com/page/52,Q&A: How EventTracker breathes new life into SIEMs — by co-managing  company systems,
1641448507-875,https://www.lastwatchdog.com/page/76,GUEST ESSAY: Anthem pursues loophole to escape data breach liability,"By Chad M. MandellThe health care sector was alarmed in January 2015 to learn that hackers had broken into the IT system of Anthem and made off with the personal data of as many as 80 million Americans.For those who were only casually familiar with the technical side of data privacy and cybersecurity, it was easy to read the headline and assume that the Indianapolis-based health care giant had committed some egregious act of negligence.However, it bears remembering that even U.S. intelligence agencies have suffered major hacks, as the data dump from WikiLeaks last March amply illustrated. WikiLeaks—recently lambasted as a threat to U.S. national security by CIA Director Mike Pompeo—published juicy details of malware and hacking tools the CIA can use to hack into smart TVs as well as iPhones and Android-based devices.Organizations can put in place best-in-class cybersecurity infrastructure, but the weak point is often human behavior—an employee who falls for a phishing scam and clicks on the wrong link, or an executive who inserts a thumb drive supplied by a “vendor” (in truth, a hacking group’s accomplice) and compromises terabytes of company data.Related story: Say so long to your data privacy under Trump FCC’s new rulesPatients and consumers are people, too, and their behavior with respect to protecting even their own personal data is regrettably lax. Indeed, some internet users are their own worst enemies with respect to data privacy.Few take precautionsThey essentially take zero safety precautions to reduce the risk that their personal information is not needlessly exposed. Instead of checking the privacy policies of the websites they visit and “opting out” of potentially invasive requests, they reflexively give permission to any and all requests. People still use “password” as their password or fail to take advantage of enhanced measures such as two-factor authentication. One could go on.Thus, lawyers in the Anthem case asked a smart question as part of their … more"
1641448267-381,https://www.lastwatchdog.com/page/146,Why Apple needs to be more forthcoming with patching,"The disclosure of a massive botnet comprised entirely of Macs is serving as a lightning rod for the community of a few hundred top virus hunters who would like to see Apple become more collaborative about defending the Internet against cybercriminals.â€œMaybe Apple will feel a little of the pain their users are now feeling and get serious about being more candid and perhaps more revealing in their patch release notifications,â€ says Paul Henry, security and forensic analyst at network security company  Lumension,.Henry notes that calculating the number of infected Macs has been relative easy, since the Trojan â€œactually sends a copy of each infected Mac’s UUID to the command and control server.â€Some 300,000 of the 600,000 Macs infected by the Flashback Trojan are located in the U.S., including 274 in Cuppertino, Appleâ€™s hometown in Silicon Valley, according to Tweets from Ivan Sorokin, a malware analyst at Russian antivirus company Dr. Web.Sorokin used sinkhole technology to redirect the botnet traffic to their own servers to count infected Macs.Henry says that  â€œApple still lacks any urgency in their patch release and in fact, users had to be lucky enough to have checked.â€œSimply put, if Apple wants to be taken seriously as an enterprise provider, they need to be more timely and candid about their patches,â€ Henry continues.  â€œHow else will administrators understand the necessary sense of urgency to prioritize and deal with security issues?â€Apple has been issuing patches roughly once a month, much like Microsoft issues security fixes on the second Tuesday of each month, known as Patch Tuesdsay.â€œApple should take a lesson from Microsoft and formally adopt a monthly process and provide, at minimum, the same level of disclosure users have come to expect from Microsoft,â€ says Henry."
1641448267-383,https://www.lastwatchdog.com/page/146,"Merchants, consumers on hook due to card processor breach","Merchants and consumers could be the big losers in the latest case of hackers cracking the complex systems used to process credit and debit card transactions.Visa and MasterCard acknowledged Friday that theyâ€™ve been alerting banks about a major breach of an unnamed payment card processing firm. The Wall Street Journal, citing unnamed sources, named Atlanta-based Global Payments as the processor in question.Global Payments declined interview requests.Security blogger Brian Krebs, who broke the story, says thieves cracked into the processorâ€™s systems between Jan. 21 and Feb. 25, and may have swiped more than 10 million credit and debit card transactions records, originating from an unknown number of merchants, banks and credit unions.Gartner banking security analyst Avivah Litan says unverified reports point to a New York City street gang with Central American ties taking over ” an administrative account that was not protected sufficiently.”â€œIâ€™ve spoken with folks in the card business who are seeing signs of this breach mushroom,â€ says Litan.MasterCard issued a statement advising cardholders to contact the financial institution that issued their cards with any concerns. Visa emphasized that no Visa systems were breached.However, criminals know better than to try to waste time on highly defended systems, and have been consistently successful cracking support system. â€œSooner or later they find some weakness  in the highly complex chain of systems that they can exploit,â€ says Geoff Webb, of data security firm Credant Technologies.Credit card processors have been breached before. Heartland Payment Systems lost 130 million payment card records generated by 250,000 merchants and restaurants in 2008 -2009.Itâ€™s not just card processors that are being targeted.  Last year  hackers stole payment card information for more than 100 million customers of Sonyâ€™s PlayStation Network.And earlier this year online shoe retailer Zappos disclosed hackers took e-mail and shipping addresses, phone numbers and account passwords for some 24 million customers, data useful for … more"
1641448498-859,https://www.lastwatchdog.com/page/78,GUEST ESSAY:  The case for persistent security controls to replace prevention mindset,"By Tony GaudaData is widely regarded as a top asset for organizations. And for good reason. Enterprises analyze it to glean insights for making data-driven decisions; internet giants like Google and Facebook collect and sell data for profit; marketing departments leverage it to identify new customers and cultivate loyalty with existing ones; and federal agencies use it to track investigations for national security purposes. While the uses may vary, gaining a competitive edge is a unifying theme among organizations prioritizing data.While data is an asset that should be tracked and managed throughout its entire life cycle, organizations aren’t doing so well given that instances of data breaches are at an all-time high. In 2016 alone, there were 980 breaches with nearly 35,233,317 records exposed. Unfortunately, the negative impact of a data breach can be extensive and costly. For instance, take the breach of the Office of Personnel Management (OPM).Cyber criminals got away with confidential data associated with more than 21 million former and existing employees, including more than 19 million individuals that applied for security clearance. The breach also exposed Social Security numbers, military records, history of residence, demographic details, fingerprint records, information about immediate family members and more. And the cost to merely protect victims of the breach from identity theft was over $133 million.Hackers aren’t only ones to blameWhether it’s a malicious insider, careless employee behavior and/or malware, data is always at risk of being stolen. With insider threats, an existing or previous employee or partner with inside access may use legitimate corporate credentials to access and steal data for personal gain and/or to hurt the organization.For example, Edward Snowden leaking NSA documents, the Booz Allen Hamilton contractor who was arrested for stealing classified computer code, or more recently, the alleged theft of Alphabet’s confidential files by a former employee.But employees don’t need to be malicious to cause damage, which is why they are … more"
1641448641-1030,https://www.lastwatchdog.com/page/53,GUEST ESSAY:  The Facebook factor: Zuckerberg’s mea culpa reveals intolerable privacy practices,"By Elizabeth A. Rogers, Adrienne S. Erhardt and Ryan T. SulkinIn the words of the Nobel Prize writer Bob Dylan, “The times, they are a-changin.’” Revelations in the press about Facebook’s current privacy problems, and a new comprehensive European Union privacy framework that impacts American businesses, may be changing the climate towards more data privacy regulations by United States lawmakers.As technology and uses for data surge ahead at breakneck speed, however, the testimony of Facebook CEO Mark Zuckerberg seemed to highlight both the public’s and lawmakers’ limited understanding of the impact that dizzying advancement has on individual privacy and on our society at-large.Related article: Good privacy practices can improve bottom lineAgainst these rapidly changing times, the challenge now is for businesses to voluntarily be more transparent and get express consent from data subjects and for lawmakers to create a protective framework against a hazy and unpredictable future. Facebook’s most recent publicity nightmare has received scrutiny worldwide because multiple millions of users have accounts on the social media platform.However, the facts underlying the uproar over sloppy privacy practices could happen at any company on a much smaller scale. And, so there are lessons that businesses of all sizes can learn.What happened?In the summer of 2014, about 300,000 Facebook users agreed to accept a small payment to download a third party application via Facebook, called This Is Your Digital Life, which presented them with a series of surveys. The Terms of Service in the application disclosed, in broad scope, that the users were granting permission to the application developer to collect and use data on the profile of those downloading the application – and, data from the profiles of their Facebook friends – if their privacy settings allowed it.This is why the number of Facebook profiles compromised exponentially increased from a mere 300,000 users to that of 87 million users. At the time, this practice was seemingly consistent with Facebook’s practice of allowing outside developers … more"
1641448110-25,https://www.lastwatchdog.com/page/197,"Iranian activists use Twitter, proxy servers to deliver news from the streets","What do cyber intruders, privacy advocates and Iranian protestors have in common?Proxy servers.The technology that enables hackers and champions of privacy to cover their online tracks is now being used by Iranian activists to  subvert government attempts to cut off their access to Twitter and Facebook.Consider the sequence of events since last Saturday, when protestors took to the streets of Tehran to protest the disputed re-election President Mahmoud Ahmadinejad:The uber popular social networks quickly emerged as unofficial news outlets, with protesters on the streets feeding reports in real time to tens of thousands of ex-patriot Iranians in the US and other western nations.Tweeters scoop reportersOne such expat was Al Garman, 52, of Bellevue, Wash., who remained glued to his Blackberry , according to this Seattle Times story by Erik Lacitis. “Many of the tweets are ahead of the news organizations. The stories in the news organization come after the tweets,” Garman told Lacitis. “They are right there. The reporter might be in another part of the city.”Pres. Ahmadinejad recognized that these digital dispatches did not strengthen his position. He ordered all Internet traffic coming into and out of the country filtered to block access to Twitter and Facebook, along with the satellite jamming of Farsi-language radio newscasts by the British Broadcasting Co. and The Voice of America.The potential good social networks mightÃ‚Â  contribute during times of social crisis –Ã‚Â  asÃ‚Â  redundant communications trunk lines –Ã‚Â  has been demonstrated at least once before. DuringÃ‚Â  the October 2007 California fires,Ã‚Â  YouTube and Flickr carried impressive — citizen-produced — images of the fires. Meanwhile, NPR radio station KPBS and the Los Angeles Times sent out news updates via Tweets.Great leapYet,Ã‚Â  in one sudden leap this past weekend, social networks were truly transformed. No longer can they be considered just a trivial pop-culture fad. Twitter and Facebook have suddenly emerged as grass-roots communication … more"
1641448182-191,https://www.lastwatchdog.com/page/173,"Why more self-replicating spamming worms will hit Twitter, Facebook","Soaring popularityÃ‚Â  is proving to be a blessing and a curse for Facebook and Twitter. Hackers and spammers have staked out new turf for attacking the ÃƒÂ¼ber popular social networks.Ã‚Â   And it will take the good guys some time to shore up defenses.On Monday, 20 Sept. 2010, a  self-spreading spamming worm roared through Facebook, and the next day, 21 Sept. 2010, a similar spamming worm swamped Twitter. On Thursday, 23 Sept. 2010, Facebook suffered it’s biggest outage in four years due to a database glitch.Ã‚Â  Clearly, the companies have their hands full keeping basic services running reliably, in addition to battling cyberattackers.You can bet the cyberunderground is taking note — and looking for ways to take advantage. Ã¢â‚¬Å“Twitter and Facebook can be turned into vehicles for mass distribution of malware if they donÃ¢â‚¬â„¢t deploy countermeasures,Ã¢â‚¬Â says Neil Daswani, chief technical officer of security firm Dasient. Ã¢â‚¬Å“The numbers of users that can be affected in a short time is incredible.Ã¢â‚¬ÂThe bottom line for Facebook and Twitter users: you can expect those surges of spam youÃ¢â‚¬â„¢ve been experiencing to recur. And the self-spreading worms you will experience in coming weeks may not be limited to hitting you with nuisance messages from braggart hackers, like Norwegian Magnus Holm,Ã‚Â  or survey-themed spam.“There is a saying in the security community,” observes Daswani. “Attacks only get better.”Wide open XSS attack vectorIndeed, hackers are aggressively probing Twitter and Facebook for cross-site scripting (XSS) vulnerabilities, especially ones they can use to tap into mechanisms for rapidly disseminating content to millions of users. Upon discovering a fresh vulnerability, an attacker will usually disperse a test posting that spreads in worm-like fashion, proving his skill.“XSS is a big problem for web applications that are highly interactive and allow users to post content,” explains Chris Wysopal, co-founder and CTO of Veracode. “Essentially every output the applications makes to the users browser is … more"
1641448372-623,https://www.lastwatchdog.com/page/112,Encryption goes mainstream,"SEATTLE — Encryption is on the verge of going mainstream.In this age of corporate cyberspies and government snoops, the ancient art of encoding messages is something ordinary citizens will soon come to view as an essential service.At least that’s what several tech start-ups are anticipating. On Monday, Wickr, a free app that encrypts text, voice and video messages, became available on the Android platform.Wickr leaves no trace of your cybermusings on servers or on the device. It was introduced in June 2012 for Apple iOS. Company co-founder Nico Sell champions a return to traditional notions of privacy, and she advocates boycotting Facebook.Sell wants her daughters, ages 4 and 12, to be able to freely express themselves online without fear of being exploited or put in harms way. “Private correspondence is a fundamental human right that’s extremely important to a free society,” says Sell. Facebook and other big Internet companies are ostensibly advertising platforms designed to monetize personal information, she says.In a similar vein, start-ups Silent Circle,Koolspan and Seecrypt offer new systems that use encryption to lock down your cellphone calls and e-mails. These services are aimed at corporate executives and employees who routinely work on sensitive projects.“Various groups are spying, stealing information and organizing fraud against individuals and organizations around the world,” says Jon Callas, co-founder and chief technology officer of Silent Circle. “People see the need for defense against these threats.”These new personalized encryption services enable individuals to wrest back ownership of their online behaviors. That’s a potential challenge to tech giants and media companies whose business models revolve around tracking what you say, where you navigate and, with GPS, where you are physically located. This is driven primarily to better sell advertising.Wider use of locked down phone calls, e-mails and messaging could slow the current iterations of Internet commerce. But by the same token, individualized encryption would hinder … more"
1641448149-119,https://www.lastwatchdog.com/page/184,Why bolted-on perimeter defenses are no longer effective,"Mark Bauhaus, Juniper Network’s top network security exec, and his counterpart at AT&T, Ed Amoroso, recently led the Telecom Working Group discussions at the the East West InstituteÃ¢â‚¬â„¢s Cybersecurity Summit in Dallas. Just the fact that the Dallas Summit took place was a huge step forward with regards to the emergence ofÃ‚Â  much-needed collaboration to make the Internet safer. The telecom execs discussed transparency and trust, international communications policies and security for global undersea cable communications. There were a half dozen other such work groups at the Dallas Summit. Each will now begin to work more closely to continue to communicate needs and next steps within the larger security communities. Bauhaus previously spend 20 years at Sun Microsystems in a range of executive assignments. In this LastWatchdogÃ‚Â  guest blog post he describes why deeper, ongoing collaboration by the good guys is a must.By Mark BauhausI was fortunate to take an active role in the EastWest InstituteÃ¢â‚¬â„¢s Worldwide Cybersecurity Summit in Dallas this week, and noted several salient points on todayÃ¢â‚¬â„¢s security landscape. One opener was quite clear from the Summit: ItÃ¢â‚¬â„¢s not just scare-mongering.  Every passing day, yet another network security incident or threat is being reported. Whether itÃ¢â‚¬â„¢s a physicianÃ¢â‚¬â„¢s stolen laptop containing confidential patient health information or reading up on recent reports about the consistent uptick in cybercriminals, itÃ¢â‚¬â„¢s easy to be concerned about the security of your companyÃ¢â‚¬â„¢s network and the confidential information residing within it.WhatÃ¢â‚¬â„¢s changed?  The globalization and mobility of the workforce have forced us all to reconsider the networkÃ¢â‚¬â„¢s attack surface. Traditionally, organizations concentrated on strong perimeter defenses. However, perimeters are inadequate today because the attack surface (points that attackers can attempt to exploit) is becoming fractal with all the end points and network pathways that are subject to complex cyber attacks and more intelligent tactics being employed globally. Factor in that data traffic on the mobile handset is growing exponentially. … more"
1641448300-460,https://www.lastwatchdog.com/page/135,Q&A: Massive denial of service attack hits SpamHaus,"In one of the largest cyber attacks on record, someone has been bombarding SpamHaus with nuisance traffic in an attempt to cripple one of the key organizations that helps filter and block obvious e-mail spam.The attack reportedly is being conducted in retaliation for SpamHaus blocking a Dutch web hosting service, which it determined to be the source of high volumes of spam.Last Watchdog asked David Gorodyansky, CEO of consumer virtual private network vendor, AnchorFree, and Dr. Phyllis Schneck, Chief Technology Officer of McAfee’s Global Public Sector unit, to help paint the context.LW: What role does SpamHaus play in keeping e-mail spam in check on a day-to-day basis? Gorodyansky: SpamHaus acts as a police agency for spam around the world. It maintains databases that are essentially massive catalogues of spam and anti-spam tools. Using this information, SpamHaus helps stop exploits and other security loopholes that could allow spam to reach consumers. LW: Any idea who would be motivated to disrupt SpamHaus? Gorodyansky: Spamhaus says that a web-host called Cyberbunker is collaborating with a Russian and Eastern European criminal organizations to facilitate the attacks. But, really anyone interested in disrupting life online could target SpamHaus. Schneck: In this current situation, motivation is a distraction from the core issue that denial of service attacks such as this are an abuse of distributed computing and other technological advancements that make the Internet a reliable and fast delivery mechanism.LW Is this really the largest Internet attack ever, or is that hyperbole? Gorodyansky: It’s certainly up there. This is just part of an alarming trend that’s affecting our lives online: the hackers are exploiting the many positive aspects of cloud computing – sharing data across the internet instead of locally on your hard drive – and have started to target companies that house massive amounts of personal information.LW: Why should the average person be concerned about this? Schneck: Flooding the … more"
1641448533-878,https://www.lastwatchdog.com/page/75,GUEST ESSAY: Why insecure code will continue to expose your company — and what you can do about it,"By Rohit SethiAfter the recent WannaCry ransomware attack that crippled systems worldwide, people have started to question the reason for the breach and what to do about it. Endpoint security, improved patch management, better business continuity planning, and a strong incident response capability will all be held up as critical to preventing similar future attacks.But what was the root cause of the breach? It may seem that organizations not updating (i.e., patching) their systems in time and leaving them vulnerable to malware like WannaCry is the problem. But why did they need a patch in the first place?Related podcast: Security by design: Embed protection during software developmentDig deeper and examine the reasons. The technical details of the patch point to a security flaw in the way “SMBv1 handles specially crafted requests.” In other words, the root cause is a software vulnerability.Insecure software is to blame, as it almost always is in major hacks. Need proof? Take a look at the Metasploit exploit database. Metasploit is one of the most well-known exploit systems in the world, and the database is full of code that takes advantage of software vulnerabilities like “command execution,” “code execution” and “buffer overflow.” These are all technical names of code flaws that allow an attacker to compromise a remote system, including via malware like WannaCry.Despite the fact that software is the basic issue, it is conspicuously absent from the conversations about next steps after an attack. Insecure code, built in-house or by third parties, is not mentioned in the National Institute of Standards and Technology (NIST) cybersecurity framework, gets very little attention in the industry standard ISO 27001, and wasn’t featured as a topic in the recent National Association of Corporate Directors’ Cyber-Risk Oversight document. Most organizations see it as a technical detail that doesn’t need to be addressed at such a high level. The result, however, is that it simply gets left … more"
1641448775-1205,https://www.lastwatchdog.com/page/28,NEW TECH: How ‘cryptographic splitting’ bakes-in security at a ‘protect-the-data-itself’ level,
1641448867-1326,https://www.lastwatchdog.com/page/11,RSAC insights: Security Compass leverages automation to weave security deeper into SecOps,Byron Acohido · How security-by-design can be done early in the software development cycle
1641448602-976,https://www.lastwatchdog.com/page/61,MY TAKE: How I came to cover two great ‘beats’ in my journalism career,"By Byron V. AcohidoI’ve had the great good fortune to spend most of my career as a “beat reporter” covering two astounding beats.The articles you see here on LastWatchdog are the work of my second great beat, which I’ve been immersed in since approximately 2004: cybersecurity. Or to put a finer point on it, I live and breathe developments having to do with the for-profit leveraging of the Internet, by both good guys and bad guys.A journalist couldn’t ask for a richer topic. Cybersecurity affects how we live, work and play. Cybersecurity, at this moment, underpins the profound shifts in culture, economics, politics and national security we are all experiencing.Related: Univerisity of San Diego lists LastWatchdog as top cybersecurity blog for 2017Related: VPNMentor includes LastWatchog as Top 20 security blogI’ve won my fair share of recognition for my work as a journalist. This can be attributed mainly to practicing the craft professionally since 1977, and being blessed to work alongside iconic mentors and inspiring colleagues. I reached the pinnacle of my profession covering my first great beat, aviation safety, for the Seattle Times. I was awarded the 1997 Pulitzer Prize for Beat Reporting for my coverage of a deadly design flaw incorporated into the rudder actuator of Boeing 737 jetliners.That said, two recent acknowledgements of the work I’m doing here at The LastWatchdog on Privacy & Security are top of mind at this moment. I’d like to thank the University of San Diego for naming LW as one of the top cybersecurity blogs of 2017. And my gratitude also goes out to  vpnmentor.com for placing LW on its list of Top 20 online security blogs of 2017."
1641448394-667,https://www.lastwatchdog.com/page/105,How Snowden stole from the NSA,"SEATTLE – Edward Snowden wrote himself into history books by pilfering some 50,000 pages of classified intelligence from the National Security Agency.That was last May, and there has been little public discussion about how he did it. Until now.Researchers at security firm Venafi are making a bold claim that they’ve deduced the basic steps Snowden must have taken to abscond with sensitive data protected by state-of-the-art network security systems.To go undetected while copying and transferring a massive trove of NSA documents, Snowden had to have manipulated a couple of technologies most people have never heard of: Secure Shell (SSH) cryptographic keys and digital certificates, asserts Jeff Hudson, Venafi’s CEO.Venafi’s analysis has not been acknowledged by the NSA. However, the strengths — and glaring weaknesses — of SSH technology is well understood in the cybersecurity community.SSH keys and certificates make up the basic method of establishing secure communications between two computers. Together, they authenticate the users of the two computers about to exchange data. They also prevent a third party from intercepting information as it is being transferred. This technology underpins all sensitive Web transactions, including card payments, e-mailing and file transfers.However, cybercriminals, particularly nation-state spies, have become adept at stealing and/or counterfeiting SSH keys and certificates. By using stolen or forged keys and certificates, the bad guys are able to impersonate a legitimate user, as well as cloak data as they steal it.“Keys and certificates help identify and establish trust between systems electronically,” says Hudson. “Unfortunately, criminals now understand how fragile our ability to control trust has become.”Venafi researchers scrutinized interviews with Snowden, investigative reports and public statements by the NSA’s chief, Gen. Keith Alexander. They concluded that Snowden used tried-and-true cyberspying tactics, including fabricating SSH keys and certificates.“The fabrication of SSH keys or self-signed digital certificates are well-known cybercriminal methods,” Hudson says.Snowden was working out of Hawaii as … more"
1641448705-1105,https://www.lastwatchdog.com/page/43,MY TAKE: A new approach to cybersecurity well-suited to digital transformation is here: zero-trust,"By Byron V. AcohidoGiven the ongoing, rapid rise in digital transformation, the “zero-trust” concept is fast gaining traction as the go-to strategy for securing modern business networks.Zero trust refers to the notion of shifting access controls from the perimeter to the individual users and their devices. Thus, these frameworks involve evaluating  the security risk of devices and users within context at any given moment, without automatically conferring network privileges or providing default access based solely on credentials.The idea addresses the fact that business applications and data are now digitally dispersed far and wide, away from the corporate premises. And yet, organizations feel somehow compelled to make access to these digital systems as flexible and convenient as they can, in order to cater to an increasingly mobile workforce.It has become axiomatic that legacy network defenses, focused as they are on erecting a moat and castle walls around on-premise systems, simply cannot preserve the integrity of operations in digitally advanced business networks.Thus, zero trust is fast becoming a mantra in cybersecurity circles, with suppliers of multi-factor authentication (MFA) identity and access management (IAM) identity governance and administration (IGA) and privileged access management (PAM) systems all integrating zero-trust architectures into their core technologies.Meanwhile, technology research firms Gartner and Forrester have both launched full coverage of the space. Gartner refers to the discipline as Continuous Adaptive Risk and Trust Assessment, or CARTA; and Forrester calls it the Zero Trust Extended, or ZTX, ecosystem. In another sign that zero trust is moving into the mainstream, Cisco recently acquired Ann Arbor, Mich.-based Duo Security, a fast-growing supplier of cloud-based multi-factor authentication systems, for $2.3 billion. That move has been widely seen as an effort to add zero-trust horsepower to its expanding portfolio of security services.However, implementing zero-trust is not without its challenges. As the idea gains mindshare, companies are discovering that authenticating users on a more granular basis isn’t as … more"
